InvoiceId,OrderDate,CustomerName,ShipPostalCode,ShipCity,ShipState,ShipCountry,ShipMode,BalanceDue,SubTotal,DiscountPercent,DiscountAmount,ShippingAmount,InvoiceTotal,OrderId,ProductName,SubCategory,Category,ProductId,Quantity,UnitPrice,ItemSubTotal
20118,2025-04-03,Sofia Müller,82924,Hanoi,Hanoi,Vietnam,First Class,5378.29,5787.93,0.075,434.09,24.45,5378.29,VI-2016-SO6530541-42002,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-5950,6.0,360.2657,2161.59
20100,2025-06-29,Sofia Müller,21160,Valencia,Valencian Community,Spain,Second Class,218.88,181.82,0.1,18.18,55.24,218.88,SP-2016-SO7138070-48697,"Premium Sketch Paper Pad, A4 120gsm",Art,Office Supplies,OFF-AR-2676,1.0,14.2533,14.25
20095,2024-10-11,Elina Virtanen,30821,Hamburg,Hamburg,Germany,First Class,9466.41,9922.39,0.05,496.12,40.14,9466.41,GE-2015-EL6797629-49626,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-7131,6.0,50.6038,303.62
20114,2023-08-14,Aaron Bergman,89730,Hanoi,Hanoi,Vietnam,Second Class,605.09,628.08,0.1,62.81,39.82,605.09,VI-2012-AA3117143-44505,"Sticky Notes, 76x76mm (Pack of 12)",Paper,Office Supplies,OFF-PA-5631,2.0,14.9506,29.9
20235,2025-04-26,Sofia Müller,30379,Helsinki,Uusimaa,Finland,Standard Class,942.78,891.65,0.0,0.0,51.13,942.78,FI-2012-SO2638895-47161,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-2045,3.0,21.7789,65.34
20147,2023-09-28,Elina Virtanen,16171,Valencia,Valencian Community,Spain,Standard Class,975.26,995.1,0.075,74.63,54.79,975.26,SP-2012-EL3689594-44469,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-6327,2.0,94.8409,189.68
20176,2025-09-15,Daniel Romero,17852,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,964.75,1025.44,0.075,76.91,16.22,964.75,VI-2015-DA7972975-47933,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-5895,2.0,22.1952,44.39
20148,2023-09-05,Nguyen Minh Anh,69131,San Francisco,California,United States,Standard Class,1057.36,1107.84,0.075,83.09,32.61,1057.36,UN-2012-NG7960815-40872,"Smartphone, 128GB (Midnight)",Phones,Office Supplies,TEC-PH-4937,1.0,783.2579,783.26
20142,2025-11-21,Nguyen Minh Anh,39694,Austin,Texas,United States,Second Class,3761.01,4640.83,0.2,928.17,48.35,3761.01,UN-2013-NG2294615-44846,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-7620,3.0,960.5668,2881.7
20132,2023-12-29,Nguyen Minh Anh,14738,Barcelona,Catalonia,Spain,Second Class,2506.49,2770.09,0.1,277.01,13.41,2506.49,SP-2014-NG4309671-42842,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-1417,5.0,179.6583,26.77
20191,2025-11-17,Nguyen Minh Anh,24156,Valencia,Valencian Community,Spain,Standard Class,1798.3,1843.04,0.05,92.15,47.41,1798.3,SP-2016-NG6007984-43684,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-7857,4.0,244.4858,977.94
20130,2025-03-12,Daniel Romero,67240,Da Nang,Da Nang,Vietnam,First Class,1559.05,1648.9,0.075,123.67,33.82,1559.05,VI-2013-DA8309439-49648,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-4111,3.0,499.6819,1499.05
20056,2024-07-20,Nguyen Minh Anh,12786,Berlin,Berlin,Germany,Second Class,3640.0,4269.07,0.15,640.36,11.29,3640.0,GE-2013-NG3117636-47758,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-9759,5.0,241.3053,1206.53
20066,2024-06-16,Daniel Romero,20622,Barcelona,Catalonia,Spain,Standard Class,10172.99,10156.09,0.0,0.0,16.9,10172.99,SP-2012-DA9990305-43033,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-6873,6.0,31.5107,189.06
20025,2023-07-20,Mikko Laine,19022,Cologne,North Rhine-Westphalia,Germany,Second Class,6572.39,6535.55,0.0,0.0,36.84,6572.39,GE-2015-MI3011363-49333,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-3967,9999.0,318.3221,636.64
20002,2023-03-15,Sofia Müller,75492,Helsinki,Uusimaa,Finland,Standard Class,1778.27,2193.45,0.2,438.69,23.51,1778.27,FI-2014-SO3608513-43527,"Standing Desk Converter, 32in",Tables,Furniture,FUR-TA-5237,6.0,339.3922,2036.35
20027,2025-09-23,Aaron Bergman,19509,Austin,Texas,United States,First Class,2406.13,2654.9,0.1,265.49,16.72,2406.13,UN-2015-AA2677407-41200,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-6499,1.0,405.5775,405.58
20110,2024-07-27,Sofia Müller,24409,New York,New York,United States,First Class,2528.84,3100.6,0.2,620.12,48.36,2528.84,UN-2013-SO1249314-45869,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-6031,4.0,217.6181,870.47
20203,2025-03-07,Nguyen Minh Anh,18257,Munich,Bavaria,Germany,First Class,282.02,258.69,0.075,19.4,42.73,282.02,GE-2015-NG6147356-42616,"A4 Lever-Arch Binder, 5cm Spine (Blue)",Binders,Office Supplies,OFF-BI-7089,2.0,7.8557,15.71
20084,2024-10-19,Elina Virtanen,45839,San Francisco,California,United States,Same Day,1044.26,1090.75,0.075,81.81,35.32,1044.26,UN-2015-EL8922533-43993,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-2929,5.0,98.2502,491.25
20192,2024-12-10,David Philippe,55719,San Francisco,California,United States,Standard Class,5224.56,6105.51,0.15,915.83,34.88,5224.56,UN-2014-DA3044708-49395,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-2166,5.0,226.7795,1133.9
20102,2025-03-20,Daniel Romero,61717,Da Nang,Da Nang,Vietnam,First Class,6690.14,6998.03,0.05,349.9,42.01,6690.14,VI-2014-DA3073474-47451,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-2963,4.0,24.9548,99.82
20247,2024-05-04,David Philippe,48185,Da Nang,Da Nang,Vietnam,First Class,1895.3,2204.28,0.15,330.64,21.66,1895.3,VI-2015-DA9376917-42280,Gel Pen Set (12 colors),Art,Office Supplies,OFF-AR-1885,1.0,5.9231,5.92
20173,2024-11-11,Mikko Laine,42963,Madrid,Madrid,Spain,First Class,10827.75,12015.86,0.1,1201.59,13.48,10827.75,SP-2016-MI3829240-49696,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-6614,4.0,118.7832,475.13
20165,2023-10-20,Aisha Khan,20193,Madrid,Madrid,Spain,Same Day,3123.36,3103.96,,,19.4,3123.36,SP-2016-AI7492570-49202,Monitor 27in IPS,Accessories,Technology,TEC-AC-8496,1.0,228.5874,228.59
20144,2025-08-14,Aisha Khan,73952,Turku,Southwest Finland,Finland,Standard Class,1851.07,2256.13,0.2,451.23,46.17,1851.07,FI-2013-AI8452417-44668,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-3954,1.0,45.1555,45.16
20011,2024-07-28,Elina Virtanen,11504,Da Nang,Da Nang,Vietnam,First Class,8961.84,8940.7,,,21.14,8961.84,VI-2016-EL5476583-45573,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-3897,3.0,173.2448,519.73
20212,2025-10-05,Elina Virtanen,65706,Munich,Bavaria,Germany,Same Day,1852.17,1935.41,0.05,96.77,13.53,1852.17,GE-2013-EL5152562-47546,"Modular Bookcase, Walnut (6-Cube)",Bookcases,Furniture,FUR-BO-8406,2.0,210.0344,420.07
20012,2023-03-08,Bruce Degenhardt,75613,San Francisco,California,United States,Second Class,9564.55,11905.51,0.2,2381.1,40.14,9564.55,UN-2016-BR2785277-44889,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-3762,10.0,758.6902,7586.9
20113,2025-09-25,Aisha Khan,28072,Helsinki,Uusimaa,Finland,Same Day,1178.64,1226.44,0.075,91.98,44.18,1178.64,FI-2015-AI8151684-41768,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-2442,1.0,14.6751,14.68
20194,2024-04-18,Elina Virtanen,45537,Hanoi,Hanoi,Vietnam,Standard Class,2605.68,2587.34,0.0,0.0,18.34,2605.68,VI-2013-EL2832517-49614,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-8035,4.0,130.0953,520.38
20236,2025-05-22,Aaron Bergman,9942,Valencia,Valencian Community,Spain,Standard Class,3339.98,3478.48,0.05,173.92,35.42,3339.98,SP-2015-AA9230960-43737,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-7280,1.0,3.7168,3.72
20134,2024-11-11,Bruce Degenhardt,87518,Ho Chi Minh City,Ho Chi Minh,Vietnam,First Class,404.17,393.44,0.05,19.67,30.4,404.17,VI-2014-BR9511700-41215,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-7112,1.0,109.7406,109.74
20171,2024-03-08,Sofia Müller,36353,Madrid,Madrid,Spain,First Class,2853.19,2988.56,0.05,149.43,14.06,2853.19,SP-2012-SO9692311-42507,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-9700,2.0,310.7497,621.5
20000,2024-09-15,Nguyen Minh Anh,39371,Berlin,Berlin,Germany,Second Class,3184.58,3435.49,0.075,257.66,6.75,3184.58,GE-2012-NG2458591-49674,"Modular Bookcase, Walnut (6-Cube)",Bookcases,Furniture,FUR-BO-5076,2.0,418.2156,836.43
20033,2023-12-30,Corey Catlett,36804,Tampere,Pirkanmaa,Finland,First Class,8259.55,8676.84,0.05,433.84,16.55,8259.55,FI-2014-CO7117837-40653,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-6113,1.0,1.719,1.72
20043,2024-02-12,Daniel Romero,47196,Da Nang,Da Nang,Vietnam,Standard Class,812.47,763.11,0.0,0.0,49.36,812.47,VI-2012-DA4940441-45085,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-6015,1.0,10.0892,10.09
20217,2025-04-20,Elina Virtanen,28889,Valencia,Valencian Community,Spain,Same Day,1770.46,1771.33,0.075,132.85,15.11,1770.46,SP-2015-EL3503456-44913,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-5885,2.0,380.6076,761.22
20020,2023-07-04,Corey Catlett,54588,Berlin,Berlin,Germany,First Class,631.67,668.89,0.1,66.89,29.67,631.67,GE-2013-CO4214348-43116,"Desk Organizer Tray, Bamboo",Storage,Office Supplies,OFF-ST-9587,3.0,21.8773,65.63
20219,2023-12-01,Corey Catlett,51931,Tampere,Pirkanmaa,Finland,Standard Class,3173.0,3374.5,0.075,253.09,51.59,3173.0,FI-2013-CO6540893-41295,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-3192,3.0,69.7876,209.36
20159,2025-01-24,Sofia Müller,75038,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,1384.44,1718.62,0.2,343.72,9.54,1384.44,VI-2014-SO9712003-44369,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-6885,2.0,6.1328,12.27
20069,2025-11-06,David Philippe,30329,Barcelona,Catalonia,Spain,Second Class,2010.5,1960.28,,,50.22,2010.5,SP-2012-DA5235884-47827,"Tablet 10in, 64GB",Accessories,Technology,TEC-AC-7609,1.0,264.5148,264.51
20127,2025-07-30,Sofia Müller,26932,Da Nang,Da Nang,Vietnam,Same Day,891.23,933.78,0.1,93.38,50.83,891.23,VI-2016-SO4860617-48196,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-3149,2.0,144.1003,288.2
20009,2024-08-21,Mikko Laine,76255,Tampere,Pirkanmaa,Finland,Same Day,80.12,53.31,0.1,5.33,32.14,80.12,FI-2014-MI4679591-42266,"Copy Paper, A4 (500 sheets)",Paper,Office Supplies,OFF-PA-9267,1.0,4.4779,8.04
20032,2025-07-24,Elina Virtanen,21367,Tampere,Pirkanmaa,Finland,First Class,1757.93,1707.03,,,50.9,1757.93,FI-2012-EL3500715-48938,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-1612,4.0,71.605,286.42
20124,2025-08-25,Corey Catlett,73771,Munich,Bavaria,Germany,Same Day,2263.66,2788.1,0.2,557.62,33.18,2263.66,GE-2015-CO5582979-43531,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-9761,10.0,113.706,1137.06
20248,2024-01-11,Corey Catlett,32707,Valencia,Valencian Community,Spain,First Class,827.12,857.0,0.075,64.27,34.39,827.12,SP-2015-CO9040224-49539,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-2771,1.0,201.2234,201.22
20131,2025-01-25,Nguyen Minh Anh,53655,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,3494.04,3845.54,0.1,384.55,33.05,3494.04,VI-2012-NG9564488-41868,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-7828,5.0,453.7827,2268.91
20031,2025-07-16,Bruce Degenhardt,15893,Berlin,Berlin,Germany,First Class,2103.23,2057.46,0.0,0.0,45.77,2103.23,GE-2014-BR3194789-44291,"Stapler, Heavy Duty",Fasteners,Office Supplies,OFF-FA-5140,5.0,33.3729,166.86
20225,2024-07-17,David Philippe,82174,San Francisco,California,United States,Standard Class,2347.07,2521.97,0.075,189.15,14.25,2347.07,UN-2014-DA9197701-48037,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-1152,2.0,64.9828,129.97
20188,2025-04-18,Sofia Müller,51845,Tampere,Pirkanmaa,Finland,First Class,3972.31,3943.05,,,29.26,3972.31,FI-2016-SO2843740-43125,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-9524,2.0,628.4144,1256.83
20119,2023-06-15,Bruce Degenhardt,88696,Da Nang,Da Nang,Vietnam,Standard Class,2026.86,2233.51,0.1,223.35,16.7,2026.86,VI-2014-BR2738129-49468,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-3247,4.0,68.4844,273.94
20092,2024-02-05,Bruce Degenhardt,13909,Hamburg,Hamburg,Germany,First Class,3923.48,4103.01,0.05,205.15,25.62,3923.48,GE-2014-BR1941524-44806,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-9381,10.0,264.7689,2647.69
20140,2025-02-15,,96105,Cologne,North Rhine-Westphalia,Germany,Same Day,4284.98,4732.51,0.1,473.25,25.72,4284.98,GE-2013-BR2421349-45072,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-2741,5.0,323.0256,1615.13
20139,2025-01-05,Daniel Romero,44567,Madrid,Madrid,Spain,Same Day,2496.6,3104.16,0.2,620.83,13.27,2496.6,SP-2014-DA5227787-49874,"Side Table, Oak Round 45cm",Tables,Furniture,FUR-TA-5308,6.0,117.4464,704.68
20149,2023-08-16,Aaron Bergman,39431,San Francisco,California,United States,First Class,1223.53,1513.12,0.2,302.62,13.03,1223.53,UN-2014-AA2662338-45493,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-7713,2.0,2.1226,4.25
20222,2024-04-23,Corey Catlett,41369,Hanoi,Hanoi,Vietnam,Standard Class,3322.67,3596.6,0.1,359.66,40.68,3322.67,VI-2014-CO7386444-47639,"Stapler, Heavy Duty",Fasteners,Office Supplies,OFF-FA-9132,2.0,32.84,65.68
20237,2024-03-16,Mikko Laine,59816,Ho Chi Minh City,Ho Chi Minh,Vietnam,First Class,675.79,784.41,0.15,117.66,9.04,675.79,VI-2016-MI5955645-44037,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-6416,2.0,3.052,6.1
20008,2024-12-05,Nguyen Minh Anh,85535,Tampere,Pirkanmaa,Finland,Same Day,8056.37,8037.81,0.0,0.0,18.56,8056.37,FI-2015-NG3396987-44339,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-2458,1.0,60.9378,60.94
20077,2024-07-26,Aisha Khan,13986,Valencia,Valencian Community,Spain,Second Class,430.74,470.59,0.1,47.06,7.21,430.74,SP-2016-AI1348050-44415,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-9095,1.0,67.2195,67.22
20108,2023-09-05,Nguyen Minh Anh,94224,Hamburg,Hamburg,Germany,First Class,2372.6,2324.32,0.0,0.0,48.28,2372.6,GE-2012-NG6595355-43990,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-9383,1.0,734.1382,734.14
20097,2024-10-27,Bruce Degenhardt,9438,Valencia,Valencian Community,Spain,Same Day,3402.15,4199.29,0.2,839.86,42.72,3402.15,SP-2014-BR1135861-49272,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-5192,2.0,508.8609,1017.72
20061,2025-11-16,David Philippe,36546,Valencia,Valencian Community,Spain,Standard Class,2963.05,3062.69,0.05,153.13,53.49,2963.05,SP-2014-DA5118725-41419,"Storage Ottoman, Fabric",Furnishings,Furniture,FUR-FU-5327,5.0,47.0112,235.06
20146,2025-12-25,Elina Virtanen,35438,Barcelona,Catalonia,Spain,Second Class,2940.06,2899.8,,,40.26,2940.06,SP-2013-EL3321942-44096,"Laptop 14in, 16GB RAM",Computers,Technology,TEC-CO-3862,1.0,1459.6363,1459.64
20162,2023-06-27,Daniel Romero,51987,Valencia,Valencian Community,Spain,Same Day,2409.09,2396.24,,,12.85,2409.09,SP-2014-DA9608154-42621,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-6123,4.0,6.1698,24.68
20180,2023-04-18,Daniel Romero,33772,Barcelona,Catalonia,Spain,Same Day,3038.53,3190.37,0.05,159.52,7.68,3038.53,SP-2013-DA4609524-49557,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-1751,1.0,793.4391,793.44
20185,2023-12-13,Aaron Bergman,61850,Tampere,Pirkanmaa,Finland,Second Class,1410.34,1449.94,0.05,72.5,32.9,1410.34,FI-2015-AA6020319-49727,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-3793,3.0,34.664,103.99
20104,2025-10-07,Bruce Degenhardt,95098,Seattle,Washington,United States,Same Day,6338.71,6316.97,,,21.74,6338.71,UN-2012-BR3345069-40742,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-5395,1.0,206.6915,206.69
20158,2025-03-02,Aisha Khan,95949,Austin,Texas,United States,Standard Class,1078.18,1070.52,0.075,80.29,53.92,1078.18,UN-2014-AI3088344-46029,"A4 Lever-Arch Binder, 5cm Spine (Blue)",Binders,Office Supplies,OFF-BI-3996,1.0,6.0078,6.01
20051,2023-04-11,Mikko Laine,69957,Tampere,Pirkanmaa,Finland,Same Day,5044.57,6272.65,0.2,1254.53,26.45,5044.57,FI-2012-MI6901533-44892,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-5453,4.0,314.5668,1258.27
20111,2023-04-03,Sofia Müller,54882,Helsinki,Uusimaa,Finland,First Class,834.11,788.1,,,46.01,834.11,FI-2013-SO8062546-48619,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-7909,1.0,5.1481,5.15
20019,2024-03-25,Daniel Romero,22704,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,2825.78,2998.13,0.075,224.86,52.51,2825.78,VI-2014-DA8106470-46735,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-1960,1.0,19.0525,19.05
20126,2023-03-17,Nguyen Minh Anh,59607,Turku,Southwest Finland,Finland,Second Class,6015.22,6319.6,9.99,315.98,11.6,6015.22,FI-2013-NG5286905-44742,"Tablet 10in, 64GB",Accessories,Technology,TEC-AC-8908,10.0,431.0055,45.24
20041,2025-07-10,Corey Catlett,98778,New York,New York,123,Second Class,5160.81,5677.73,0.1,567.77,50.85,5160.81,UN-2016-CO6049101-46653,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-7221,3.0,677.9509,2033.85
20094,2024-07-07,David Philippe,96535,Tampere,Pirkanmaa,Finland,Second Class,1997.25,2138.6,0.075,160.39,19.04,1997.25,FI-2013-DA8736811-44161,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-3140,5.0,246.4677,1232.34
20182,2023-06-02,Corey Catlett,16705,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,1054.7,1104.83,0.075,82.86,32.73,1054.7,VI-2014-CO5841933-41204,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-7738,9999.0,213.1001,1065.5
20013,2024-01-09,Aaron Bergman,41274,Turku,Southwest Finland,Finland,First Class,492.03,480.88,,,11.15,492.03,FI-2016-AA6438436-48005,"Bookshelf, Industrial Metal/Wood",Bookcases,Furniture,FUR-BO-6148,1.0,366.2587,366.26
20096,2024-07-26,David Philippe,49599,Da Nang,Da Nang,Vietnam,Second Class,2670.87,2644.89,0.0,0.0,-12.34,2670.87,VI-2015-DA9106886-41747,"USB-C Charger 65W, GaN",Accessories,Technology,TEC-AC-9598,10.0,54.8075,548.08
20070,2023-07-31,Mikko Laine,17026,Ho Chi Minh City,Ho Chi Minh,Vietnam,Second Class,4116.43,4104.92,0.0,0.0,11.51,4116.43,VI-2013-MI6097514-41395,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-6542,6.0,164.6206,987.72
20046,2023-06-12,Elina Virtanen,52762,Helsinki,Uusimaa,Finland,First Class,300.9,313.75,0.15,47.06,34.21,300.9,FI-2015-EL3237058-47612,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-2560,4.0,56.9965,227.99
20055,2025-07-12,,20735,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,1494.95,1454.19,0.0,0.0,40.76,1494.95,VI-2012-BR1873851-45733,"Dining Chair Set (2-Pack), Grey",Chairs,Furniture,FUR-CH-8895,3.0,192.7421,578.23
20238,2025-04-18,Sofia Müller,33535,Madrid,Madrid,Spain,Standard Class,752.65,695.79,,,56.86,752.65,GE-2013-EL5152562-47546,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-7305,1.0,216.1969,216.2
20048,2024-07-20,Bruce Degenhardt,78327,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,626.71,582.47,,,44.24,626.71,VI-2013-BR5606980-47206,"Stapler, Heavy Duty",Fasteners,Office Supplies,OFF-FA-1894,1.0,31.0925,31.09
20170,2025-06-17,Mikko Laine,29766,Helsinki,Uusimaa,Finland,Second Class,5147.23,5518.72,0.075,413.9,42.41,5147.23,FI-2014-MI2244282-47372,"Executive Desk, L-Shape (Espresso)",Tables,Furniture,FUR-TA-9283,5.0,846.3098,4231.55
20060,2023-10-04,Corey Catlett,57472,Ho Chi Minh City,Ho Chi Minh,Vietnam,Same Day,4610.79,5384.81,0.15,807.72,33.7,4610.79,VI-2013-CO8306261-42885,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-3709,1.0,217.7431,217.74
20098,2024-10-08,Nguyen Minh Anh,89684,Hamburg,Hamburg,Germany,Standard Class,1320.18,1498.38,0.15,224.76,46.56,1320.18,GE-2013-NG4189885-44106,"A4 Lever-Arch Binder, 5cm Spine (Blue)",Binders,Office Supplies,OFF-BI-4946,3.0,11.7015,35.1
20085,2026-01-05,Sofia Müller,19150,Hanoi,Hanoi,Vietnam,Standard Class,3545.45,3679.28,0.05,183.96,50.13,3545.45,VI-2015-SO6702160-48318,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-9305,2.0,422.2181,844.44
20218,2024-07-07,Nguyen Minh Anh,59518,Helsinki,Uusimaa,Finland,Second Class,1045.36,1002.87,0.075,75.22,58.23,1045.36,FI-2015-NG1966769-49214,"Premium Sketch Paper Pad, A4 120gsm",Art,Office Supplies,OFF-AR-7607,2.0,4.7343,9.47
20211,2025-02-11,Daniel Romero,43492,Turku,Southwest Finland,Finland,Same Day,2964.19,3698.75,0.2,739.75,5.19,2964.19,FI-2016-DA3136529-43648,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-8341,1.0,371.2403,371.24
20202,2024-08-17,Corey Catlett,40871,Seattle,Washington,United States,Same Day,6935.9,7656.82,0.1,765.68,44.76,6935.9,UN-2014-CO6530194-44947,"Steel File Cabinet, 3-Drawer",Storage,Office Supplies,OFF-ST-6178,1.0,413.4281,413.43
20086,2024-11-02,Mikko Laine,46006,Valencia,Valencian Community,Spain,Same Day,1627.8,1733.86,0.075,130.04,23.98,1627.8,SP-2013-MI8491822-48824,"Mechanical Keyboard, TKL",Accessories,Technology,TEC-AC-1291,1.0,99.4644,47.81
20199,2025-12-28,David Philippe,45761,Hanoi,Hanoi,Vietnam,Second Class,1361.38,1566.05,0.15,234.91,30.24,1361.38,VI-2012-DA6547958-42662,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-9996,1.0,543.3999,543.4
20174,2025-01-21,Mikko Laine,25499,Tampere,Pirkanmaa,Finland,First Class,6799.88,7114.81,0.05,355.74,40.81,6799.88,FI-2012-MI1762722-49449,"Smartphone, 256GB (Silver)",Phones,Technology,TEC-PH-5990,6.0,871.7494,5230.5
20058,2025-04-08,Corey Catlett,20998,Valencia,Valencian Community,Spain,First Class,1576.77,1799.15,0.15,269.87,47.49,1576.77,SP-2016-CO5074336-41669,"Wireless Headset, Noise Cancelling",Accessories,Technology,TEC-AC-8474,3.0,116.3019,348.91
20078,2026-01-27,David Philippe,46459,San Francisco,California,United States,Second Class,4624.47,4593.62,,,30.85,4624.47,UN-2016-DA8312936-48056,"Oak Bookcase, 5-Shelf",Bookcases,Furniture,FUR-BO-4652,5.0,326.068,1630.34
20136,2024-03-21,Aaron Bergman,89414,Hamburg,Hamburg,Germany,Same Day,3073.21,3310.83,0.075,248.31,10.69,3073.21,GE-2016-AA3531028-41013,"Smartphone, 128GB (Midnight)",Phones,Technology,TEC-PH-8751,3.0,729.5481,2188.64
20107,2025-08-28,Nguyen Minh Anh,57538,San Francisco,California,United States,First Class,740.53,778.77,0.075,58.41,20.17,740.53,UN-2014-NG7017548-40992,"Executive Leather Chair, Black",Chairs,Furniture,FUR-CH-2596,2.0,181.5818,363.16
20074,2024-06-22,Bruce Degenhardt,87304,Hanoi,Hanoi,Vietnam,Second Class,1403.21,1362.59,0.0,0.0,40.62,1403.21,VI-2015-BR2925626-48922,"Binder Clips, Medium (Box of 100)",Fasteners,Office Supplies,OFF-FA-5783,6.0,4.6539,27.92
20035,2024-07-22,Bruce Degenhardt,18434,Barcelona,Catalonia,Spain,First Class,142.04,126.06,0.0,0.0,15.98,142.04,SP-2015-BR1649691-47711,"Wireless Mouse, Ergonomic",Accessories,Technology,TEC-AC-2741,1.0,72.9876,72.99
20004,2024-10-22,Mikko Laine,57400,Hanoi,Hanoi,Vietnam,Second Class,496.8,594.85,0.2,118.97,20.92,496.8,VI-2012-MI1768805-43733,"Archive Storage Box, Letter Size",Storage,Office Supplies,OFF-ST-3301,4.0,5.0323,20.13
20037,2026-01-08,Corey Catlett,43142,Barcelona,Catalonia,Spain,Standard Class,1515.15,1478.22,0.0,0.0,36.93,1515.15,SP-2012-CO2935113-44279,"Sticky Notes, 76x76mm (Pack of 12)",Paper,Office Supplies,OFF-PA-4209,2.0,5.9319,11.86
20028,2025-02-13,Daniel Romero,24010,Madrid,Madrid,Spain,Standard Class,1573.49,1923.26,0.2,384.65,34.88,1573.49,SP-2014-DA3646552-47179,"Laptop Docking Station, USB-C",Accessories,Technology,TEC-AC-7437,2.0,167.6978,335.4
